Player 1:,Child,,,,,,,,,,,,Player 1:,Child,,,,,,,,,,,,Player 1:,Child,,,,,,,,,,,
Player 2: ,Friend,,,,,,,,,,,,Player 2: ,Enemy,,,,,,,,,,,,Player 2: ,Stranger,,,,,,,,,,,
Scale Label:,Friend,,,,,,,,,,,,Scale Label:,Enemy,,,,,,,,,,,,Scale Label:,Stranger,,,,,,,,,,,
Number of Choices,12,,,,,,,,,,,,Number of Choices,12,,,,,,,,,,,,Number of Choices,12,,,,,,,,,,,
Choice #,1,2,3,4,5,6,7,8,9,10,11,12,Choice #,1,2,3,4,5,6,7,8,9,10,11,12,Choice #,1,2,3,4,5,6,7,8,9,10,11,12
ChoosePlayer1- Player1Gets,11,9,7,6,5,5,6,6,5,2,2,1,ChoosePlayer1- Player1Gets,11,9,7,6,5,5,6,6,5,2,2,1,ChoosePlayer1- Player1Gets,11,9,7,6,5,5,6,6,5,2,2,1
ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player2Gets,5,5,5,5,5,7,10,12,15,10,13,10,ChoosePlayer2- Player2Gets,5,5,5,5,5,7,10,12,15,10,13,10,ChoosePlayer2- Player2Gets,5,5,5,5,5,7,10,12,15,10,13,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7068,2,1,1,1,2,2,1,1,1,1,2,1,,2,1,1,2,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,2,1,2,1,2
7069,1,2,2,2,1,1,2,1,1,1,1,2,,2,1,1,2,1,2,2,2,1,1,1,2,,1,2,2,1,1,2,2,1,2,2,1,1
7070,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7071,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,2,2
7072,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1
7073,2,2,2,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,1,1,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,1
7076,2,1,2,2,2,1,1,1,1,2,2,1,,1,1,1,2,2,1,1,2,1,2,2,1,,1,1,1,2,2,2,1,2,1,1,1,2
7078,1,2,2,1,2,1,1,2,2,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,2,,1,2,1,1,2,1,2,2,1,1,2,1
7079,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7080,1,1,1,1,1,1,2,2,2,2,1,2,,1,1,1,2,2,2,1,1,1,2,1,1,,1,2,1,1,1,1,1,2,2,1,1,1
7082,2,2,2,1,2,1,2,2,1,1,2,2,,1,1,2,2,2,1,2,1,2,1,1,1,,1,1,1,1,2,1,1,2,2,2,2,2
7083,1,1,2,1,2,1,2,2,2,1,2,1,,2,1,2,2,2,1,1,1,2,1,1,2,,1,2,1,2,2,1,2,1,1,2,1,2
7084,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7085,1,2,1,2,2,1,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7086,1,2,1,1,1,1,2,1,2,1,1,2,,2,1,1,1,2,1,1,1,1,1,1,1,,1,1,2,1,1,2,1,2,1,1,2,2
7087,1,1,1,2,1,2,2,2,1,2,1,1,,1,1,1,1,1,2,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,2,1,1
7088,1,1,1,2,1,1,1,2,2,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1
7089,2,1,2,1,2,1,2,2,1,1,2,1,,1,1,2,2,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1
7090,1,1,1,1,1,1,2,2,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,2,1,1,1,1,1,2
7091,2,1,1,2,1,1,1,1,1,1,2,1,,1,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,2,1,2,1,1,2,1,1,1
7092,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7093,1,1,2,1,1,1,2,2,1,1,1,2,,1,1,1,2,2,1,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,2,1,2
7094,1,1,1,1,2,1,1,1,1,2,2,2,,1,1,1,1,1,2,2,2,1,2,2,2,,1,1,2,1,1,1,1,1,1,1,1,1
7095,1,1,2,2,2,2,2,1,1,1,1,2,,2,1,1,2,1,2,2,1,1,1,1,1,,2,1,1,1,1,2,1,2,1,1,1,1
7096,1,1,1,1,1,1,1,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,1,1,1,2,1,1,2
7097,1,1,2,1,1,2,2,2,1,1,2,1,,1,2,1,1,1,1,2,1,1,1,2,2,,1,1,1,1,1,1,2,1,2,2,2,1
7098,1,1,1,1,2,2,2,2,1,2,1,2,,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,2,1,2,1,1
7099,1,1,1,1,2,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1
7100,2,1,1,1,1,1,2,1,2,1,1,2,,1,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7101,2,1,1,2,1,1,1,2,1,2,2,1,,2,2,1,1,2,1,1,1,2,1,1,1,,1,2,2,2,1,1,1,2,1,1,1,1
7102,2,2,1,2,1,1,1,1,1,1,2,1,,1,2,2,2,1,1,1,2,1,1,2,1,,2,1,2,2,1,1,1,2,1,2,1,1
7103,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7104,1,1,1,2,1,1,2,1,2,1,2,1,,1,1,1,2,1,1,1,2,2,1,2,1,,2,1,1,2,1,1,2,1,1,1,1,1
7105,2,2,1,1,1,2,2,2,2,2,1,1,,2,2,1,2,2,1,2,2,2,1,1,1,,2,2,1,1,2,2,1,1,1,2,1,2
7106,1,2,2,1,1,1,2,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,2,1,1,1
7107,1,1,1,1,2,2,2,1,1,1,2,2,,1,2,2,1,2,2,1,2,1,2,1,2,,1,1,1,1,1,2,2,2,2,2,2,2
7108,1,1,2,2,1,2,1,1,2,2,1,2,,1,1,1,1,1,1,2,1,1,1,1,1,,2,2,2,1,2,2,2,1,1,1,1,1
7109,2,1,1,1,1,2,1,2,2,1,1,1,,1,1,2,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,2,1,2,1,1,2,2
7110,2,2,2,1,2,2,1,1,1,1,1,1,,2,1,2,2,1,2,1,2,1,1,1,1,,1,1,2,1,1,1,2,1,1,2,2,1
7111,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7112,2,1,1,2,2,1,1,2,1,1,1,2,,1,2,2,1,2,1,1,1,2,2,1,2,,2,2,2,1,2,1,1,1,1,2,2,1
7113,2,2,2,2,1,1,1,1,2,1,1,1,,2,2,2,1,1,1,1,1,2,1,1,1,,2,2,2,2,2,1,1,1,1,2,1,1
7114,1,2,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7115,1,2,1,2,1,2,2,2,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,1,2,2,1
7116,1,1,1,1,1,2,2,2,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1
7117,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7119,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2
7120,2,1,1,1,2,2,1,2,1,2,1,1,,1,2,1,1,1,1,1,1,1,1,1,1,,2,2,1,1,1,2,2,2,2,2,2,2
7121,1,1,1,1,2,1,2,1,2,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,1,1,1,1,1
7122,2,1,1,1,2,1,1,2,1,1,2,1,,1,1,2,1,1,1,1,1,1,1,1,1,,2,1,1,2,1,2,1,1,1,1,1,1
7123,1,2,1,1,2,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1
7124,1,2,1,1,2,2,2,1,1,2,1,1,,2,1,2,2,2,2,1,1,1,1,1,1,,2,2,1,1,2,1,1,1,1,2,2,1
7125,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7126,1,2,1,1,2,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,2,1,2
7127,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7128,1,2,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7129,2,1,1,1,1,2,1,1,1,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7133,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7134,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7135,1,1,2,2,1,1,1,2,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7136,1,2,1,1,1,1,1,2,1,2,2,2,,1,2,2,2,1,1,2,1,1,2,2,1,,1,1,2,1,1,1,1,2,2,2,2,2
7137,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7138,2,1,2,2,2,2,2,1,2,2,1,1,,1,1,1,2,1,2,1,1,1,2,1,1,,1,1,1,2,2,2,2,1,1,2,1,2
7140,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,1,1,2,2,1,2,1,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,1
7142,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,1,2,2,1,1,1,1,1,1,1,1
7143,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7144,1,1,1,1,1,2,1,1,2,1,2,1,,1,1,1,1,1,2,1,2,2,1,2,1,,1,1,1,1,1,1,2,1,1,2,1,1
7145,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7146,2,1,2,1,1,2,2,1,1,1,2,1,,2,2,1,2,1,1,1,1,2,2,1,2,,2,2,2,1,2,1,1,1,1,2,1,1
7147,1,2,1,1,2,1,2,1,2,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,2,,1,1,1,2,1,1,2,1,2,1,1,1
7148,2,2,2,2,2,2,2,2,1,2,2,1,,1,2,1,1,2,1,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2
7149,1,2,2,2,1,1,2,1,1,2,1,1,,2,1,2,2,2,1,2,2,2,1,1,2,,2,1,2,1,1,1,2,1,2,1,1,2
7150,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7151,1,1,2,2,1,1,1,2,1,1,2,1,,2,1,1,1,1,1,1,1,1,2,1,2,,1,1,1,1,1,2,1,1,2,1,1,2
7152,2,2,2,2,2,1,1,1,2,2,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7153,2,1,1,2,1,1,1,1,2,2,1,1,,2,2,2,1,2,2,1,1,2,2,2,2,,1,2,1,1,2,1,1,1,2,2,1,2
7154,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,1,1,2,2,1,1,1,1,,2,2,1,1,2,1,1,1,1,1,2,1
7155,1,1,1,2,2,2,2,1,1,1,1,1,,2,1,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,2,1,2,1,1
7156,1,2,1,2,2,2,1,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,1,2,1,1,1,1,2,1,2
7157,1,2,1,1,1,1,2,2,2,2,2,1,,2,1,1,1,1,1,1,1,1,1,1,1,,1,2,2,2,1,2,1,1,1,1,2,1
7158,1,2,1,1,1,1,2,2,1,2,1,2,,1,2,1,1,2,2,1,2,1,2,1,1,,1,2,1,1,1,1,1,1,2,1,2,1
7159,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7160,2,1,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,2,1,1,2,2,1,1
7161,1,1,1,1,1,1,2,1,1,1,1,1,,1,1,1,2,2,1,1,1,1,1,1,1,,2,1,1,2,1,1,2,1,1,1,1,1
7162,1,2,1,2,1,1,2,1,2,1,2,1,,2,1,1,2,1,1,1,1,2,1,2,1,,1,1,1,1,1,1,1,2,1,1,1,1
7163,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,2,2,2,2,2,2,2
7164,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7165,2,2,2,2,2,1,2,1,1,2,1,1,,1,2,2,1,2,2,2,2,1,1,2,1,,1,2,2,2,2,2,1,1,1,1,2,2
7166,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,2,1,1,2,1,1,1,1,1,1,1
7167,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,2,2,1,1,1,1,1
7168,2,1,1,2,1,1,2,1,2,2,1,1,,1,1,2,1,2,1,1,1,2,1,1,1,,1,1,2,1,1,1,2,1,2,1,2,1
7169,2,1,1,1,1,2,1,1,1,2,1,2,,1,1,2,1,1,2,1,2,1,1,1,1,,1,1,2,1,2,1,1,1,2,1,1,1
7170,1,1,1,1,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,2,2,2,2,2,,1,1,1,1,1,2,2,1,2,2,2,2
7171,1,2,2,2,2,1,1,2,1,2,1,2,,2,2,2,1,2,2,1,2,1,2,1,2,,2,2,2,1,1,1,2,1,2,2,1,1
7172,1,1,2,1,2,1,2,1,1,1,1,2,,1,2,2,1,1,1,2,1,1,1,1,1,,1,1,1,1,2,2,1,1,1,1,1,1
7173,1,2,2,1,2,1,2,1,1,1,1,1,,1,1,2,1,1,1,1,2,1,1,1,1,,1,1,1,1,1,1,2,2,1,1,1,2
7174,2,1,1,1,2,2,1,1,1,1,1,1,,1,1,1,2,1,1,1,1,1,1,1,1,,1,2,1,2,1,1,1,1,1,1,1,1
7175,2,2,1,1,2,2,2,2,2,1,2,2,,2,1,1,2,1,1,2,2,2,2,1,1,,1,2,2,2,1,1,1,2,2,2,2,2
7176,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7177,2,2,2,2,1,2,1,1,2,2,2,1,,1,2,2,1,2,1,2,2,1,1,1,1,,2,2,1,2,1,2,1,2,2,2,2,2
7178,1,1,1,1,1,2,1,2,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,2
7179,2,2,2,1,2,1,2,2,1,2,2,2,,2,2,1,2,2,2,2,2,2,1,1,1,,2,2,2,1,1,2,2,2,1,2,2,1
7181,1,1,1,1,1,1,1,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1
7182,2,2,2,1,1,1,2,1,2,1,1,2,,2,2,1,2,2,1,1,2,2,2,1,1,,1,1,1,2,2,1,1,2,1,2,2,2
7183,1,2,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1
7184,2,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2
7186,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7187,2,1,1,1,1,1,1,1,2,1,2,2,,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,2,1,2,1,2,2,1,1,1,1
7188,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2
7189,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7190,2,2,1,1,1,1,1,1,1,2,1,2,,1,1,1,1,1,1,2,2,1,1,2,1,,1,2,1,2,2,1,1,1,1,2,2,2
7191,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7193,1,1,1,1,2,1,2,2,2,2,2,2,,2,1,1,1,1,1,2,1,2,2,1,2,,1,1,2,1,1,2,2,1,2,2,1,2
7194,2,2,1,2,2,1,1,2,2,1,2,1,,1,1,1,1,1,2,2,1,2,1,1,1,,1,2,2,1,1,1,2,1,2,2,2,2
7195,2,2,2,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,1,1,1
7196,1,1,1,2,1,1,2,1,2,2,1,1,,1,1,1,1,1,2,2,2,2,2,1,1,,1,1,2,2,1,2,1,2,1,1,1,1
7197,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7198,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,1,2,2,2,2,2,1,2,2,1,,2,1,1,2,1,1,1,1,2,2,2,1
7200,1,1,1,1,1,1,1,2,1,1,1,2,,1,1,1,1,1,1,1,1,2,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7202,2,1,1,1,2,2,1,1,1,1,1,2,,1,1,1,2,1,1,1,1,1,1,1,1,,2,1,1,1,1,1,1,1,1,1,1,1
7203,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7204,2,1,1,2,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7206,1,1,2,2,2,1,2,1,1,2,2,1,,1,2,1,2,2,1,2,1,2,2,2,1,,1,1,2,2,1,2,1,2,1,2,1,1
7207,1,2,1,1,1,2,2,2,2,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,2,1,2,1,2
7208,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,2,2
7209,2,1,2,1,2,1,2,1,1,2,2,1,,2,2,1,1,1,2,2,1,1,1,1,1,,2,1,2,2,2,1,2,1,1,2,1,2
7210,1,1,1,1,1,2,2,2,1,1,1,1,,2,1,2,2,1,1,1,1,1,2,2,2,,1,1,1,2,1,1,1,1,2,1,2,2
7212,1,1,1,1,1,2,2,1,1,1,2,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7213,1,1,2,2,1,1,2,1,2,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1
7216,2,1,1,2,1,1,1,1,1,2,1,1,,1,2,2,1,1,1,1,2,1,1,2,1,,2,1,2,1,1,1,1,2,1,2,1,1
