Subject,Scale_Label,Player_1-Player_2,Scale_Length,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,SwitchPoint_0,SwitchPoint_1,SwitchPoint_2,SwitchPoint_3,SwitchPoint_4,SwitchPoint_5,SwitchPoint_6,SwitchPoint_7,SwitchPoint_8,SwitchPoint_9,SwitchPoint_10,SwitchPoint_11,SwitchPoint_12,Choice_0,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Num_Avgd_SPs,Max_SP_Consistency,Avgd_SPs,Avgd_SP_range,Avgd_SP_rankRange,Num_Inconsistent,Consistency,WTRerror,WTR,Scale_Label,Player_1-Player_2,Scale_Length,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,SwitchPoint_0,SwitchPoint_1,SwitchPoint_2,SwitchPoint_3,SwitchPoint_4,SwitchPoint_5,SwitchPoint_6,SwitchPoint_7,SwitchPoint_8,SwitchPoint_9,SwitchPoint_10,SwitchPoint_11,SwitchPoint_12,Choice_0,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Num_Avgd_SPs,Max_SP_Consistency,Avgd_SPs,Avgd_SP_range,Avgd_SP_rankRange,Num_Inconsistent,Consistency,WTRerror,WTR,Scale_Label,Player_1-Player_2,Scale_Length,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Ratio_4,Ratio_5,Ratio_6,Ratio_7,Ratio_8,Ratio_9,Ratio_10,Ratio_11,SwitchPoint_0,SwitchPoint_1,SwitchPoint_2,SwitchPoint_3,SwitchPoint_4,SwitchPoint_5,SwitchPoint_6,SwitchPoint_7,SwitchPoint_8,SwitchPoint_9,SwitchPoint_10,SwitchPoint_11,SwitchPoint_12,Choice_0,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6,Choice_7,Choice_8,Choice_9,Choice_10,Choice_11,Num_Avgd_SPs,Max_SP_Consistency,Avgd_SPs,Avgd_SP_range,Avgd_SP_rankRange,Num_Inconsistent,Consistency,WTRerror,WTR
7091,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,2,1,1,1,1,1,1,2,1,2,0.75,0.17692307692307693;0.,0.07692307692307693,2.0,4,0.6666666666666666,3.176923076923077,0.13846153846153847,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,1,1,1,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,1.0999999999999999,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,1,2,1,1,2,1,1,1,1,0.75,0.,0.0,0.0,3,0.75,1.9476190476190476,0.1
7092,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.5,0.1,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1
7093,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,2,1,1,1,2,2,1,1,1,2,1,0.75,0.1269230769230769,0.0,0.0,3,0.75,2.1192307692307693,0.12692307692307692,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,2,1,1,1,1,1,1,1,1,0.8333333333333334,0.,0.0,0.0,2,0.8333333333333334,2.0,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,1,1,1,1,1,2,1,2,2,0.8333333333333334,0.26666666666666666;0.1269230769230769,0.13974358974358975,2.0,3,0.75,1.0493589743589744,0.1967948717948718
7094,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,2,1,1,1,1,2,2,2,1,0.9166666666666666,0.2666666666666666,0.0,0.0,1,0.9166666666666666,0.7333333333333334,0.26666666666666666,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,2,2,2,1,2,2,2,1,0.9166666666666666,0.857142857142857,0.0,0.0,1,0.9166666666666666,0.523809523809524,0.8571428571428572,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,2,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,1.2999999999999998,0.1
7095,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,2,2,2,2,2,1,1,1,1,2,1,0.6666666666666666,1.,0.0,0.0,4,0.6666666666666666,5.212820512820514,1.6,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,2,1,2,2,1,1,1,1,1,1,0.6666666666666666,0.,0.0,0.0,4,0.6666666666666666,4.314285714285715,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,1,1,2,1,2,1,1,1,1,1,0.75,0.,0.0,0.0,3,0.75,3.1142857142857143,0.1
7096,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,2,2,2,2,2,1,1.0,0.5,0.0,0.0,0,1.0,0.0,0.55,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,1,1,2,1,1,1,2,1,1,2,1,0.75,0.1269230769230769,0.0,0.0,3,0.75,2.7525641025641026,0.12692307692307692
7097,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,2,1,1,2,2,2,1,1,2,1,1,0.6666666666666666,0.857142857142857,0.0,0.0,4,0.6666666666666666,2.480952380952381,0.8571428571428572,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,1,1,1,1,2,1,1,1,2,2,1,0.8333333333333334,0.1769230769230769,0.0,0.0,2,0.8333333333333334,2.046153846153846,0.17692307692307693,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,2,1,2,2,2,1,2,0.8333333333333334,0.6571428571428571;0.4166666666666666,0.2404761904761905,2.0,3,0.75,0.5369047619047619,0.5369047619047619
7098,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,2,2,2,2,1,2,1,2,1,0.8333333333333334,1.,0.0,0.0,2,0.8333333333333334,1.712820512820513,1.1,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.1,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,2,1,2,1,1,1,0.8333333333333334,0.,0.0,0.0,2,0.8333333333333334,0.5,0.1
7099,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,2,1,1,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.9,0.1,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,1.7,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.2333333333333333,0.1
7100,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,1,1,1,2,1,2,1,1,2,1,0.75,0.1269230769230769,0.0,0.0,3,0.75,2.752564102564103,0.12692307692307692,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.6142857142857143,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1
7101,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,2,1,1,1,2,1,2,2,1,2,0.6666666666666666,0.55;0.2666666666666666,0.2833333333333334,2.0,5,0.5833333333333334,3.0583333333333336,0.4083333333333333,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,1,1,2,1,1,1,2,1,1,1,1,0.6666666666666666,0.,0.0,0.0,4,0.6666666666666666,4.933333333333334,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,2,2,1,1,1,2,1,1,1,1,1,0.6666666666666666,0.,0.0,0.0,4,0.6666666666666666,4.5,0.1
7102,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,1,2,1,1,1,1,1,1,2,1,2,0.6666666666666666,0.17692307692307693;0.,0.07692307692307693,2.0,5,0.5833333333333334,4.838461538461538,0.13846153846153847,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,2,2,1,1,1,2,1,1,2,1,2,0.5833333333333334,0.17692307692307693;0.,0.07692307692307693,2.0,6,0.5,4.3999999999999995,0.13846153846153847,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,2,2,1,1,1,2,1,2,1,1,1,0.5833333333333334,0.,0.0,0.0,5,0.5833333333333334,5.0,0.1
7103,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1
7104,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,1,1,2,1,2,1,2,1,4,0.6666666666666666,0.6571428571428571;0.41666666666666663;0.17692307692307693;0.,0.5571428571428572,6.0,4,0.6666666666666666,1.5,0.3376831501831502,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,2,1,1,1,2,2,1,2,1,1,0.75,0.5,0.0,0.0,3,0.75,1.4500000000000002,0.55,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,1,1,2,1,1,2,1,1,1,1,1,1,0.75,0.,0.0,0.0,3,0.75,3.7,0.1
7105,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,1,1,1,2,2,2,2,2,1,1,1,0.6666666666666666,0.857142857142857,0.0,0.0,4,0.6666666666666666,3.746153846153846,0.8571428571428572,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,1,2,2,1,2,2,2,1,1,1,1,0.5833333333333334,2.,0.0,0.0,5,0.5833333333333334,8.431868131868132,2.2,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,1,1,2,2,1,1,1,2,1,2,2,0.5833333333333334,0.26666666666666666;0.1269230769230769,0.13974358974358975,2.0,6,0.5,4.973260073260074,0.1967948717948718
7106,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,2,1,1,1,2,1,1,1,2,2,1,0.75,0.1769230769230769,0.0,0.0,3,0.75,3.2692307692307687,0.17692307692307693,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,0.,0.0,0.0,0,1.0,0.0,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,1,1,1,1,1,1,2,1,1,1,1,0.8333333333333334,0.,0.0,0.0,2,0.8333333333333334,1.9333333333333333,0.1
7107,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,2,2,2,1,1,1,2,2,2,0.75,1.1;0.1769230769230769,0.9230769230769231,6.0,5,0.5833333333333334,1.3194139194139194,0.6384615384615385,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,2,2,1,2,2,1,2,1,2,1,2,1,0.6666666666666666,2.,0.0,0.0,4,0.6666666666666666,5.712820512820514,2.0,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,2,2,2,2,2,2,2,1,1.0,0.857142857142857,0.0,0.0,0,1.0,0.0,0.8571428571428572
7108,Friend,Child:Friend,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,2,2,1,2,1,1,2,2,1,2,2,0.6666666666666666,1.6;0.4166666666666666,1.1833333333333336,6.0,6,0.5,2.362820512820513,1.0083333333333333,Enemy,Child:Enemy,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.9166666666666666,0.,0.0,0.0,1,0.9166666666666666,0.5,0.1,Stranger,Child:Stranger,12,2.2,1.8,1.4,1.2,1.0,0.7142857142857143,0.6,0.5,0.3333333333333333,0.2,0.15384615384615385,0.1,2.2,2.0,1.6,1.2999999999999998,1.1,0.8571428571428572,0.6571428571428571,0.55,0.41666666666666663,0.26666666666666666,0.17692307692307693,0.12692307692307692,0.1,2,2,2,1,2,2,2,1,1,1,1,1,2,0.5,2.2;0.,2.1,12.0,8,0.3333333333333333,6.412820512820513,1.1500000000000001
