Player 1:,You,,,,,,,,,,,,,,,Player 1:,You,,,,,,,,,,,,,,
Player 2: ,CloseOther,,,,,,,,,,,,,,,Player 2: ,Acquaintance,,,,,,,,,,,,,,
Scale Label:,DecimalCloseOther,,,,,,,,,,,,,,,Scale Label:,DecimalAcquaintance,,,,,,,,,,,,,,
Number of Choices,15,,,,,,,,,,,,,,,Number of Choices,15,,,,,,,,,,,,,,
Choice #,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,Choice #,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
ChoosePlayer1- Player1Gets,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,ChoosePlayer1- Player1Gets,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1
ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer1- Player2Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ChoosePlayer2- Player1Gets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChoosePlayer2- Player2Gets,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,ChoosePlayer2- Player2Gets,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
2001,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
2002,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
2003,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2
2004,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2
2005,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
2009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2010,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2
2011,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
2012,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2
2013,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
2016,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
